Sale_ID,Date,Branch,Region,Product_ID,Product,Product_Category,Customer,Payment_Method,Unit_Price,Quantity,Discount,Total_Sales,Cost,Profit
S0398,2026-07-08,Colombo,Western,P017,Detergent,Household,Customer_091,Online,1307.92,6.0,0.145,6709.63,4721.38,1988.25
S0399,2026-07-25,Colombo,Western,P012,Butter,Dairy,Customer_006,Cash,465.3,9.0,0.155,3538.61,2842.89,695.72
S0400,2026-07-24,Kandy,Central,P003,Fruit Juice,Beverages,Customer_058,Online,409.49,4.0,0.184,1336.58,958.27,378.31
S0401,2026-07-02,Jaffna,Northern,P019,Tissue,Household,Customer_009,Online,1118.25,7.0,0.075,7240.67,6000.45,1240.22
S0402,2026-07-15,Colombo,Western,P002,Pepsi,Beverages,Customer_037,Cash,348.71,1.0,0.197,280.01,240.43,39.58
S0403,2026-07-04,Colombo,Western,P003,Fruit Juice,Beverages,Customer_028,Online,252.04,2.0,0.187,409.82,322.59,87.23
S0404,2026-07-27,Kurunegala,North Western,P004,Mineral Water,Beverages,Customer_018,Online,444.23,6.0,0.168,2217.6,1770.2,447.4
S0405,2026-07-11,Colombo,Western,P012,Butter,Dairy,Customer_060,Card,1140.85,9.0,0.035,9908.28,7657.26,2251.02
S0406,2026-07-14,Kurunegala,North Western,P003,Fruit Juice,Beverages,Customer_060,Card,438.49,1.0,0.007,435.42,323.63,111.79
S0407,2026-07-26,Colombo,Western,P007,Dhal,Groceries,Customer_032,Cash,313.55,10.0,0.155,2649.5,1817.94,831.56
S0408,2026-07-11,Kandy,Central,P011,Cheese,Dairy,Customer_022,Cash,182.61,5.0,0.164,763.31,640.29,123.02
S0409,2026-07-31,Galle,Southern,P007,Dhal,Groceries,Customer_008,Mobile Wallet,1278.59,4.0,0.131,4444.38,3679.77,764.61
S0410,2026-07-16,Galle,Southern,P015,Chocolate,Snacks,Customer_036,Online,631.08,7.0,0.186,3595.89,3127.78,468.11
S0411,2026-07-18,Galle,Southern,P014,Chips,Snacks,Customer_014,Cash,326.73,6.0,0.152,1662.4,1198.19,464.21
S0412,2026-07-08,Galle,Southern,P015,Chocolate,Snacks,Customer_080,Cash,584.2,6.0,0.083,3214.27,2388.59,825.68
S0413,2026-07-24,Kurunegala,North Western,P016,Nuts,Snacks,Customer_024,Online,273.03,8.0,0.076,2018.24,1491.8,526.44
S0414,2026-07-07,Kandy,Central,P010,Yogurt,Dairy,Customer_078,Card,562.77,6.0,0.192,2728.31,2379.39,348.92
S0415,2026-07-22,Colombo,Western,P006,Sugar,Groceries,Customer_067,Card,347.44,5.0,0.061,1631.23,1271.84,359.39
S0416,2026-07-01,Colombo,Western,P018,Dish Wash,Household,Customer_081,Online,1122.45,5.0,0.126,4905.11,3710.72,1194.39
S0417,2026-07-07,Galle,Southern,P019,Tissue,Household,Customer_060,Online,1016.74,5.0,0.159,4275.39,3144.76,1130.63
S0418,2026-07-04,Galle,Southern,P009,Milk,Dairy,Customer_060,Cash,482.73,1.0,0.181,395.36,324.94,70.42
S0419,2026-07-29,Colombo,Western,P015,Chocolate,Snacks,Customer_093,Cash,238.71,8.0,0.188,1550.66,1255.38,295.28
S0420,2026-07-02,Colombo,Western,P014,Chips,Snacks,Customer_043,Online,516.26,2.0,0.054,976.76,674.06,302.7
S0421,2026-07-11,Kurunegala,North Western,P017,Detergent,Household,Customer_026,Card,360.8,6.0,0.15,1840.08,1277.42,562.66
S0422,2026-07-02,Kandy,Central,P018,Dish Wash,Household,Customer_080,Card,654.83,8.0,0.184,4274.73,2912.41,1362.32
S0423,2026-07-12,Colombo,Western,P008,Cooking Oil,Groceries,Customer_054,Online,359.66,4.0,0.183,1175.37,846.97,328.4
S0424,2026-07-09,Galle,Southern,P019,Tissue,Household,Customer_052,Mobile Wallet,1065.89,3.0,0.07,2973.83,2398.48,575.35
S0425,2026-07-17,Jaffna,Northern,P006,Sugar,Groceries,Customer_060,Cash,937.68,9.0,0.115,7468.62,5345.61,2123.01
S0426,2026-07-15,Colombo,Western,P016,Nuts,Snacks,Customer_049,Cash,447.14,5.0,0.162,1873.52,1396.0,477.52
S0427,2026-07-08,Kurunegala,North Western,P012,Butter,Dairy,Customer_030,Mobile Wallet,771.94,3.0,0.135,2003.18,1410.11,593.07
S0428,2026-07-09,Kandy,Central,P007,Dhal,Groceries,Customer_075,Cash,1567.29,8.0,0.019,12300.09,9322.33,2977.76
S0429,2026-07-13,Galle,Southern,P017,Detergent,Household,Customer_100,Card,689.74,4.0,0.039,2651.36,2158.29,493.07
S0430,2026-07-25,Colombo,Western,P020,Soap,Household,Customer_029,Mobile Wallet,947.89,10.0,0.134,8208.73,6224.12,1984.61
S0431,2026-07-05,Colombo,Western,P006,Sugar,Groceries,Customer_087,Online,831.26,9.0,0.196,6015.0,4097.79,1917.21
S0432,2026-07-21,Galle,Southern,P002,Pepsi,Beverages,Customer_025,Cash,229.04,3.0,0.036,662.38,574.2,88.18
S0433,2026-07-23,Colombo,Western,P016,Nuts,Snacks,Customer_042,Cash,859.74,7.0,0.043,5759.4,3961.66,1797.74
S0434,2026-07-24,Galle,Southern,P015,Chocolate,Snacks,Customer_069,Card,774.8,10.0,0.143,6640.04,5355.58,1284.46
S0435,2026-07-31,Kurunegala,North Western,P007,Dhal,Groceries,Customer_082,Card,551.02,3.0,0.056,1560.49,1364.23,196.26
S0436,2026-07-11,Jaffna,Northern,P016,Nuts,Snacks,Customer_062,Card,156.37,9.0,0.103,1262.38,970.12,292.26
S0437,2026-07-13,Colombo,Western,P010,Yogurt,Dairy,Customer_074,Cash,650.72,7.0,0.045,4350.06,2994.94,1355.12
S0438,2026-07-22,Colombo,Western,P014,Chips,Snacks,Customer_024,Card,517.23,4.0,0.059,1946.85,1343.77,603.08
S0439,2026-07-12,Kurunegala,North Western,P004,Mineral Water,Beverages,Customer_086,Mobile Wallet,374.29,5.0,0.004,1863.96,1338.52,525.44
S0440,2026-07-18,Galle,Southern,P004,Mineral Water,Beverages,Customer_086,Online,564.16,8.0,0.161,3786.64,2827.85,958.79
S0441,2026-07-28,Colombo,Western,P016,Nuts,Snacks,Customer_050,Mobile Wallet,189.0,4.0,0.086,690.98,522.93,168.05
S0442,2026-07-02,Colombo,Western,P006,Sugar,Groceries,Customer_033,Cash,873.24,7.0,0.083,5605.33,4108.34,1496.99
S0443,2026-07-08,Galle,Southern,P011,Cheese,Dairy,Customer_052,Card,1128.23,9.0,0.071,9433.13,6859.56,2573.57
S0444,2026-07-28,Jaffna,Northern,P016,Nuts,Snacks,Customer_064,Cash,592.78,6.0,0.095,3218.8,2520.64,698.16
S0445,2026-07-02,Galle,Southern,P017,Detergent,Household,Customer_061,Mobile Wallet,333.88,1.0,0.129,290.81,250.17,40.64
S0446,2026-07-07,Colombo,Western,P009,Milk,Dairy,Customer_097,Mobile Wallet,1159.83,4.0,0.014,4574.37,3205.9,1368.47
S0447,2026-07-17,Kandy,Central,P001,Coca Cola,Beverages,Customer_066,Mobile Wallet,586.24,6.0,0.055,3323.98,2485.98,838.0
S0448,2026-07-30,Colombo,Western,P014,Chips,Snacks,Customer_010,Cash,552.82,9.0,0.183,4064.89,3197.47,867.42
S0449,2026-07-13,Kurunegala,North Western,P007,Dhal,Groceries,Customer_014,Mobile Wallet,1263.2,9.0,0.064,10641.2,9343.12,1298.08
S0450,2026-07-28,Galle,Southern,P011,Cheese,Dairy,Customer_062,Cash,685.03,3.0,0.122,1804.37,1454.65,349.72
S0451,2026-07-03,Galle,Southern,P008,Cooking Oil,Groceries,Customer_071,Online,897.04,1.0,0.12,789.4,604.24,185.16
S0452,2026-07-23,Kandy,Central,P008,Cooking Oil,Groceries,Customer_092,Mobile Wallet,1256.09,4.0,0.043,4808.31,3744.3,1064.01
S0453,2026-07-08,Kurunegala,North Western,P020,Soap,Household,Customer_048,Mobile Wallet,374.64,3.0,0.09,1022.77,847.87,174.9
S0454,2026-07-17,Colombo,Western,P004,Mineral Water,Beverages,Customer_070,Online,409.49,8.0,0.068,3053.16,2085.25,967.91
S0455,2026-07-16,Kandy,Central,P012,Butter,Dairy,Customer_059,Online,222.12,9.0,0.032,1935.11,1381.02,554.09
S0456,2026-07-06,Colombo,Western,P010,Yogurt,Dairy,Customer_097,Card,650.68,5.0,0.178,2674.29,1990.68,683.61
S0457,2026-07-28,Kandy,Central,P008,Cooking Oil,Groceries,Customer_065,Cash,636.02,4.0,0.119,2241.33,1936.32,305.01
S0458,2026-07-10,Kurunegala,North Western,P019,Tissue,Household,Customer_021,Online,419.38,2.0,0.193,676.88,516.74,160.14
S0459,2026-07-18,Kandy,Central,P015,Chocolate,Snacks,Customer_016,Mobile Wallet,351.94,8.0,0.016,2770.47,2130.53,639.94
S0460,2026-07-14,Colombo,Western,P018,Dish Wash,Household,Customer_062,Online,1171.2,8.0,0.057,8835.53,6337.54,2497.99
S0461,2026-07-10,Colombo,Western,P013,Biscuits,Snacks,Customer_045,Cash,841.69,4.0,0.023,3289.32,2426.01,863.31
S0462,2026-07-23,Colombo,Western,P018,Dish Wash,Household,Customer_067,Card,804.49,4.0,0.023,3143.95,2697.28,446.67
S0463,2026-07-13,Galle,Southern,P010,Yogurt,Dairy,Customer_088,Card,906.2,9.0,0.191,6598.04,5546.11,1051.93
S0464,2026-07-01,Kurunegala,North Western,P008,Cooking Oil,Groceries,Customer_004,Cash,990.04,10.0,0.135,8563.85,6705.29,1858.56
S0465,2026-07-29,Colombo,Western,P013,Biscuits,Snacks,Customer_023,Mobile Wallet,200.37,6.0,0.173,994.24,821.76,172.48
S0466,2026-07-15,Galle,Southern,P008,Cooking Oil,Groceries,Customer_011,Online,733.17,7.0,0.13,4465.01,3546.09,918.92
S0467,2026-07-18,Kurunegala,North Western,P002,Pepsi,Beverages,Customer_042,Cash,645.04,2.0,0.04,1238.48,1010.87,227.61
S0468,2026-07-29,Kandy,Central,P011,Cheese,Dairy,Customer_026,Cash,960.36,1.0,0.152,814.39,651.95,162.44
S0469,2026-07-17,Kandy,Central,P019,Tissue,Household,Customer_062,Cash,992.95,3.0,0.123,2612.45,1902.84,709.61
S0470,2026-07-27,Kandy,Central,P011,Cheese,Dairy,Customer_024,Cash,692.5,10.0,0.042,6634.15,5792.34,841.81
S0471,2026-07-07,Colombo,Western,P004,Mineral Water,Beverages,Customer_098,Cash,333.19,6.0,0.148,1703.27,1231.82,471.45
S0472,2026-07-02,Galle,Southern,P010,Yogurt,Dairy,Customer_018,Mobile Wallet,879.0,2.0,0.044,1680.65,1324.98,355.67
S0473,2026-07-07,Kandy,Central,P007,Dhal,Groceries,Customer_039,Card,1570.53,1.0,0.025,1531.27,1101.24,430.03
S0474,2026-07-01,Colombo,Western,P001,Coca Cola,Beverages,Customer_076,Mobile Wallet,174.16,6.0,0.015,1029.29,823.48,205.81
S0475,2026-07-11,Kurunegala,North Western,P001,Coca Cola,Beverages,Customer_082,Mobile Wallet,540.21,2.0,0.055,1021.0,765.99,255.01
S0476,2026-07-27,Jaffna,Northern,P017,Detergent,Household,Customer_080,Card,580.16,6.0,0.176,2868.31,2418.64,449.67
S0477,2026-07-26,Galle,Southern,P020,Soap,Household,Customer_039,Card,1423.68,8.0,0.167,9487.4,6695.01,2792.39
S0478,2026-07-24,Kandy,Central,P015,Chocolate,Snacks,Customer_049,Online,605.36,8.0,0.178,3980.85,3116.64,864.21
S0479,2026-07-28,Galle,Southern,P001,Coca Cola,Beverages,Customer_099,Mobile Wallet,236.83,8.0,0.165,1582.02,1203.58,378.44
S0480,2026-07-05,Galle,Southern,P005,Rice,Groceries,Customer_015,Cash,1475.98,8.0,0.11,10508.98,7931.04,2577.94
S0481,2026-07-21,Kandy,Central,P003,Fruit Juice,Beverages,Customer_070,Mobile Wallet,317.62,7.0,0.09,2023.24,1557.11,466.13
S0482,2026-07-19,Galle,Southern,P011,Cheese,Dairy,Customer_094,Card,734.17,3.0,0.15,1872.13,1376.37,495.76
S0483,2026-07-13,Jaffna,Northern,P002,Pepsi,Beverages,Customer_014,Mobile Wallet,264.02,5.0,0.026,1285.78,1025.9,259.88
S0484,2026-07-07,Galle,Southern,P004,Mineral Water,Beverages,Customer_007,Card,405.29,10.0,0.184,3307.17,2702.14,605.03
S0485,2026-07-10,Kandy,Central,P019,Tissue,Household,Customer_047,Online,1111.57,10.0,0.124,9737.35,8470.46,1266.89
S0486,2026-07-11,Colombo,Western,P019,Tissue,Household,Customer_085,Mobile Wallet,686.69,9.0,0.141,5308.8,4217.71,1091.09
S0487,2026-07-07,Galle,Southern,P017,Detergent,Household,Customer_066,Cash,946.75,10.0,0.05,8994.12,7079.71,1914.41
S0488,2026-07-29,Colombo,Western,P010,Yogurt,Dairy,Customer_081,Cash,366.77,6.0,0.092,1998.16,1507.6,490.56
S0489,2026-07-01,Kurunegala,North Western,P001,Coca Cola,Beverages,Customer_067,Online,363.81,6.0,0.049,2075.9,1732.58,343.32
S0490,2026-07-01,Jaffna,Northern,P015,Chocolate,Snacks,Customer_062,Card,596.07,6.0,0.08,3290.31,2595.76,694.55
S0491,2026-07-17,Colombo,Western,P011,Cheese,Dairy,Customer_081,Online,243.0,4.0,0.097,877.72,680.99,196.73
S0492,2026-07-30,Kurunegala,North Western,P006,Sugar,Groceries,Customer_048,Cash,388.07,2.0,0.126,678.35,594.2,84.15
S0493,2026-07-10,Jaffna,Northern,P016,Nuts,Snacks,Customer_005,Cash,329.17,8.0,0.171,2183.06,1847.16,335.9
S0494,2026-07-23,Galle,Southern,P014,Chips,Snacks,Customer_060,Mobile Wallet,332.42,3.0,0.11,887.56,774.72,112.84
S0495,2026-07-15,Colombo,Western,P007,Dhal,Groceries,Customer_049,Mobile Wallet,806.49,10.0,0.04,7742.3,6044.76,1697.54
S0496,2026-07-21,Colombo,Western,P014,Chips,Snacks,Customer_073,Cash,254.27,6.0,0.17,1266.26,907.0,359.26
S0497,2026-07-26,Colombo,Western,P011,Cheese,Dairy,Customer_036,Cash,643.63,5.0,0.022,3147.35,2589.75,557.6
S0498,2026-07-13,Colombo,Western,P012,Butter,Dairy,Customer_077,Card,677.4,8.0,0.179,4449.16,3845.43,603.73
S0499,2026-07-14,Galle,Southern,P011,Cheese,Dairy,Customer_079,Card,1134.3,4.0,0.09,4128.85,3477.63,651.22
S0500,2026-07-21,Kurunegala,North Western,P017,Detergent,Household,Customer_060,Card,697.53,5.0,0.17,2894.75,2109.99,784.76
S0501,2026-07-12,Galle,Southern,P016,Nuts,Snacks,Customer_052,Cash,194.87,7.0,0.05,1295.89,895.22,400.67
S0502,2026-07-01,Galle,Southern,P011,Cheese,Dairy,Customer_019,Online,841.45,8.0,0.161,5647.81,3949.36,1698.45
S0503,2026-07-30,Galle,Southern,P007,Dhal,Groceries,Customer_052,Card,1559.84,7.0,0.066,10198.23,7636.08,2562.15
S0504,2026-07-14,Colombo,Western,P010,Yogurt,Dairy,Customer_081,Card,216.98,9.0,0.199,1564.21,1137.33,426.88
S0505,2026-07-19,Kandy,Central,P018,Dish Wash,Household,Customer_036,Mobile Wallet,842.49,6.0,0.195,4069.23,2884.56,1184.67
S0506,2026-07-24,Kurunegala,North Western,P016,Nuts,Snacks,Customer_028,Mobile Wallet,825.97,1.0,0.075,764.02,643.29,120.73
S0507,2026-07-19,Jaffna,Northern,P001,Coca Cola,Beverages,Customer_070,Mobile Wallet,190.67,1.0,0.04,183.04,150.04,33.0
S0508,2026-07-18,Kandy,Central,P012,Butter,Dairy,Customer_065,Online,636.66,5.0,0.148,2712.17,2297.95,414.22
S0509,2026-07-18,Galle,Southern,P008,Cooking Oil,Groceries,Customer_093,Mobile Wallet,575.31,4.0,0.091,2091.83,1569.82,522.01
S0510,2026-07-14,Galle,Southern,P002,Pepsi,Beverages,Customer_004,Mobile Wallet,330.12,5.0,0.097,1490.49,1090.18,400.31
S0511,2026-07-25,Colombo,Western,P014,Chips,Snacks,Customer_039,Cash,161.5,9.0,0.189,1178.79,984.56,194.23
S0512,2026-07-24,Kurunegala,North Western,P005,Rice,Groceries,Customer_011,Mobile Wallet,1495.65,4.0,0.09,5444.17,4566.95,877.22
S0513,2026-07-17,Galle,Southern,P007,Dhal,Groceries,Customer_071,Cash,782.69,10.0,0.132,6793.75,4967.19,1826.56
S0514,2026-07-15,Colombo,Western,P013,Biscuits,Snacks,Customer_072,Mobile Wallet,188.24,4.0,0.1,677.66,497.84,179.82
S0515,2026-07-02,Galle,Southern,P020,Soap,Household,Customer_069,Cash,270.92,9.0,0.041,2338.31,1760.47,577.84
S0516,2026-07-27,Colombo,Western,P009,Milk,Dairy,Customer_090,Mobile Wallet,1035.22,8.0,0.005,8240.35,6469.96,1770.39
S0517,2026-07-09,Kurunegala,North Western,P003,Fruit Juice,Beverages,Customer_060,Card,611.83,4.0,0.012,2417.95,1665.27,752.68
S0518,2026-07-23,Colombo,Western,P003,Fruit Juice,Beverages,Customer_012,Online,487.98,1.0,0.193,393.8,273.1,120.7
S0519,2026-07-04,Kurunegala,North Western,P015,Chocolate,Snacks,Customer_079,Cash,234.99,2.0,0.034,454.0,375.6,78.4
S0520,2026-07-20,Colombo,Western,P003,Fruit Juice,Beverages,Customer_007,Card,464.35,3.0,0.039,1338.72,1032.16,306.56
S0521,2026-07-09,Colombo,Western,P002,Pepsi,Beverages,Customer_068,Card,451.38,3.0,0.094,1226.85,900.33,326.52
S0522,2026-07-04,Galle,Southern,P011,Cheese,Dairy,Customer_022,Cash,832.98,2.0,0.193,1344.43,1011.44,332.99
S0523,2026-07-11,Galle,Southern,P014,Chips,Snacks,Customer_021,Mobile Wallet,430.26,7.0,0.134,2608.24,2106.96,501.28
S0524,2026-07-02,Kandy,Central,P012,Butter,Dairy,Customer_093,Mobile Wallet,915.23,8.0,0.167,6099.09,4379.94,1719.15
S0525,2026-07-05,Galle,Southern,P009,Milk,Dairy,Customer_028,Cash,316.15,3.0,0.154,802.39,570.22,232.17
S0526,2026-07-18,Kurunegala,North Western,P012,Butter,Dairy,Customer_088,Card,201.96,8.0,0.06,1518.74,1321.42,197.32
S0527,2026-07-22,Galle,Southern,P020,Soap,Household,Customer_092,Mobile Wallet,1169.28,6.0,0.159,5900.19,4014.31,1885.88
S0528,2026-07-15,Galle,Southern,P004,Mineral Water,Beverages,Customer_025,Online,169.38,5.0,0.139,729.18,589.53,139.65
S0529,2026-07-30,Kandy,Central,P013,Biscuits,Snacks,Customer_090,Card,568.07,10.0,0.18,4658.17,3981.98,676.19
S0530,2026-07-15,Colombo,Western,P014,Chips,Snacks,Customer_066,Mobile Wallet,698.56,6.0,0.052,3973.41,3422.14,551.27
S0531,2026-07-22,Kandy,Central,P005,Rice,Groceries,Customer_032,Cash,1108.61,4.0,0.124,3884.57,3041.27,843.3
S0532,2026-07-02,Galle,Southern,P004,Mineral Water,Beverages,Customer_024,Card,456.04,6.0,0.089,2492.71,2110.34,382.37
S0533,2026-07-15,Colombo,Western,P011,Cheese,Dairy,Customer_021,Online,989.16,6.0,0.142,5092.2,4084.8,1007.4
S0534,2026-07-23,Kurunegala,North Western,P007,Dhal,Groceries,Customer_004,Online,1570.39,5.0,0.193,6336.52,5326.68,1009.84
S0535,2026-07-01,Kurunegala,North Western,P009,Milk,Dairy,Customer_009,Cash,206.18,6.0,0.073,1146.77,788.5,358.27
S0536,2026-07-04,Colombo,Western,P008,Cooking Oil,Groceries,Customer_058,Card,1570.68,7.0,0.187,8938.74,7322.33,1616.41
S0537,2026-07-19,Kandy,Central,P004,Mineral Water,Beverages,Customer_087,Cash,188.07,2.0,0.147,320.85,251.31,69.54
S0538,2026-07-03,Kurunegala,North Western,P016,Nuts,Snacks,Customer_066,Mobile Wallet,557.1,7.0,0.03,3782.71,2718.08,1064.63
S0539,2026-07-06,Galle,Southern,P017,Detergent,Household,Customer_020,Mobile Wallet,1126.6,4.0,0.065,4213.48,3472.06,741.42
S0540,2026-07-03,Colombo,Western,P006,Sugar,Groceries,Customer_025,Cash,1731.11,8.0,0.072,12851.76,8918.71,3933.05
S0541,2026-07-19,Kandy,Central,P011,Cheese,Dairy,Customer_013,Card,621.53,5.0,0.014,3064.14,2197.33,866.81
S0542,2026-07-07,Kandy,Central,P010,Yogurt,Dairy,Customer_083,Card,591.53,4.0,0.11,2105.85,1837.97,267.88
S0543,2026-07-02,Kandy,Central,P019,Tissue,Household,Customer_040,Mobile Wallet,1303.76,3.0,0.113,3469.31,3037.29,432.02
S0544,2026-07-09,Kandy,Central,P011,Cheese,Dairy,Customer_002,Mobile Wallet,669.02,5.0,0.07,3110.94,2469.22,641.72
S0545,2026-07-22,Colombo,Western,P006,Sugar,Groceries,Customer_045,Online,1443.96,10.0,0.162,12100.38,8435.2,3665.18
S0546,2026-07-28,Colombo,Western,P002,Pepsi,Beverages,Customer_063,Mobile Wallet,261.45,2.0,0.055,494.14,383.3,110.84
S0547,2026-07-05,Colombo,Western,P016,Nuts,Snacks,Customer_090,Online,249.01,3.0,0.025,728.35,551.58,176.77
S0548,2026-07-10,Galle,Southern,P011,Cheese,Dairy,Customer_060,Card,777.74,7.0,0.135,4709.22,3389.68,1319.54
S0549,2026-07-02,Jaffna,Northern,P008,Cooking Oil,Groceries,Customer_091,Mobile Wallet,1655.01,5.0,0.185,6744.17,5476.12,1268.05
S0550,2026-07-04,Colombo,Western,P009,Milk,Dairy,Customer_095,Card,248.76,7.0,0.055,1645.55,1191.57,453.98
S0551,2026-07-20,Colombo,Western,P017,Detergent,Household,Customer_085,Card,563.09,5.0,0.034,2719.72,2337.06,382.66
S0552,2026-07-29,Colombo,Western,P016,Nuts,Snacks,Customer_004,Mobile Wallet,353.73,4.0,0.009,1402.19,1207.47,194.72
S0553,2026-07-22,Galle,Southern,P001,Coca Cola,Beverages,Customer_018,Online,338.11,9.0,0.124,2665.66,2163.83,501.83
S0554,2026-07-31,Galle,Southern,P012,Butter,Dairy,Customer_047,Card,1045.9,4.0,0.178,3438.92,2360.32,1078.6
S0555,2026-07-13,Colombo,Western,P009,Milk,Dairy,Customer_057,Cash,1183.74,9.0,0.097,9620.25,8286.25,1334.0
S0556,2026-07-19,Colombo,Western,P017,Detergent,Household,Customer_033,Card,1166.05,8.0,0.138,8041.08,6475.01,1566.07
S0557,2026-07-03,Kurunegala,North Western,P019,Tissue,Household,Customer_087,Mobile Wallet,1493.03,1.0,0.1,1343.73,1070.38,273.35
S0558,2026-07-02,Galle,Southern,P008,Cooking Oil,Groceries,Customer_008,Mobile Wallet,1607.73,6.0,0.123,8459.88,6370.4,2089.48
S0559,2026-07-25,Jaffna,Northern,P020,Soap,Household,Customer_017,Cash,1240.76,8.0,0.07,9231.25,8050.76,1180.49
S0560,2026-07-22,Kandy,Central,P007,Dhal,Groceries,Customer_056,Cash,1246.6,8.0,0.024,9733.45,7803.63,1929.82
S0561,2026-07-02,Kurunegala,North Western,P017,Detergent,Household,Customer_079,Online,1074.9,4.0,0.024,4196.41,3265.45,930.96
S0562,2026-07-05,Galle,Southern,P010,Yogurt,Dairy,Customer_085,Online,924.22,2.0,0.179,1517.57,1055.71,461.86
S0563,2026-07-21,Kurunegala,North Western,P010,Yogurt,Dairy,Customer_051,Mobile Wallet,1053.19,10.0,0.181,8625.63,7553.51,1072.12
S0564,2026-07-06,Kandy,Central,P007,Dhal,Groceries,Customer_096,Cash,1195.55,2.0,0.125,2092.21,1626.57,465.64
S0565,2026-07-23,Kurunegala,North Western,P004,Mineral Water,Beverages,Customer_008,Mobile Wallet,585.64,10.0,0.19,4743.68,3932.8,810.88
S0566,2026-07-23,Kurunegala,North Western,P015,Chocolate,Snacks,Customer_069,Online,759.61,4.0,0.013,2998.94,2430.24,568.7
S0567,2026-07-13,Kandy,Central,P016,Nuts,Snacks,Customer_001,Card,480.15,1.0,0.02,470.55,334.77,135.78
S0568,2026-07-01,Kandy,Central,P015,Chocolate,Snacks,Customer_045,Cash,554.26,10.0,0.184,4522.76,3381.73,1141.03
S0569,2026-07-23,Kurunegala,North Western,P019,Tissue,Household,Customer_052,Cash,277.93,7.0,0.05,1848.23,1541.99,306.24
S0570,2026-07-01,Colombo,Western,P018,Dish Wash,Household,Customer_032,Cash,1486.82,9.0,0.184,10919.21,7989.77,2929.44
S0571,2026-07-21,Kurunegala,North Western,P006,Sugar,Groceries,Customer_069,Mobile Wallet,191.57,3.0,0.091,522.41,381.62,140.79
S0572,2026-07-16,Colombo,Western,P012,Butter,Dairy,Customer_061,Online,549.45,8.0,0.096,3973.62,3441.64,531.98
S0573,2026-07-13,Kandy,Central,P016,Nuts,Snacks,Customer_073,Cash,520.53,10.0,0.146,4445.33,3136.68,1308.65
S0574,2026-07-23,Colombo,Western,P011,Cheese,Dairy,Customer_095,Cash,1164.27,4.0,0.009,4615.17,3349.43,1265.74
S0575,2026-07-07,Kandy,Central,P009,Milk,Dairy,Customer_002,Online,688.27,10.0,0.112,6111.84,4496.46,1615.38
S0576,2026-07-05,Kandy,Central,P005,Rice,Groceries,Customer_015,Cash,1572.84,2.0,0.124,2755.62,2024.43,731.19
S0577,2026-07-08,Galle,Southern,P001,Coca Cola,Beverages,Customer_034,Cash,340.35,6.0,0.125,1786.84,1404.63,382.21
S0578,2026-07-08,Jaffna,Northern,P010,Yogurt,Dairy,Customer_068,Online,408.52,6.0,0.135,2120.22,1783.76,336.46
S0579,2026-07-31,Galle,Southern,P003,Fruit Juice,Beverages,Customer_046,Card,202.78,10.0,0.021,1985.22,1638.35,346.87
S0580,2026-07-23,Kurunegala,North Western,P008,Cooking Oil,Groceries,Customer_086,Cash,1089.66,7.0,0.155,6445.34,5129.66,1315.68
S0581,2026-07-13,Kandy,Central,P017,Detergent,Household,Customer_073,Card,321.35,9.0,0.057,2727.3,1985.41,741.89
S0582,2026-07-03,Colombo,Western,P009,Milk,Dairy,Customer_047,Online,536.25,8.0,0.138,3697.98,3233.11,464.87
S0583,2026-07-14,Kurunegala,North Western,P007,Dhal,Groceries,Customer_079,Cash,797.19,1.0,0.032,771.68,608.42,163.26
S0584,2026-07-27,Kurunegala,North Western,P008,Cooking Oil,Groceries,Customer_092,Card,787.1,3.0,0.021,2311.71,1640.34,671.37
S0585,2026-07-22,Kandy,Central,P015,Chocolate,Snacks,Customer_010,Cash,321.32,3.0,0.133,835.75,588.12,247.63
S0586,2026-07-03,Colombo,Western,P003,Fruit Juice,Beverages,Customer_069,Mobile Wallet,471.12,7.0,0.095,2984.55,2475.29,509.26
S0587,2026-07-27,Kandy,Central,P020,Soap,Household,Customer_056,Card,433.38,3.0,0.197,1044.01,754.24,289.77
S0588,2026-07-08,Colombo,Western,P002,Pepsi,Beverages,Customer_099,Card,449.61,9.0,0.095,3662.07,2768.42,893.65
S0589,2026-07-01,Jaffna,Northern,P010,Yogurt,Dairy,Customer_083,Cash,317.81,8.0,0.124,2227.21,1781.42,445.79
S0590,2026-07-01,Kurunegala,North Western,P020,Soap,Household,Customer_087,Cash,527.69,9.0,0.101,4269.54,3596.03,673.51
S0591,2026-07-29,Colombo,Western,P017,Detergent,Household,Customer_047,Cash,455.83,10.0,0.199,3651.2,2936.58,714.62
S0592,2026-07-05,Galle,Southern,P011,Cheese,Dairy,Customer_098,Cash,468.2,6.0,0.084,2573.23,1841.73,731.5
S0593,2026-07-15,Colombo,Western,P018,Dish Wash,Household,Customer_097,Mobile Wallet,1369.91,10.0,0.157,11548.34,9669.89,1878.45
S0594,2026-07-13,Galle,Southern,P011,Cheese,Dairy,Customer_046,Card,991.02,7.0,0.031,6722.09,5054.18,1667.91
S0595,2026-07-08,Kandy,Central,P019,Tissue,Household,Customer_032,Card,1271.65,7.0,0.035,8590.0,6132.23,2457.77
S0596,2026-07-12,Colombo,Western,P016,Nuts,Snacks,Customer_006,Cash,629.76,4.0,0.042,2413.24,1811.02,602.22
